Year,State,<1,1-4,5-9,10-14,15-19,20-24,25-44,45-49,50-59,60-64,65+,Total
2010,Chiapas,0.0,0.0,0.0,0.0,0.78,0.85,8.39,27.84,35.96,45.16,22.47,8.4
2010,Chihuahua,0.0,0.87,0.65,0.61,2.59,4.88,15.25,77.02,65.79,57.63,53.07,20.91
2010,Distrito Federal,0.0,0.42,0.0,0.3,1.45,1.62,20.65,65.91,83.58,101.05,86.19,32.52
2010,Durango,0.0,0.0,0.0,0.0,0.0,0.0,7.79,19.87,22.84,26.36,35.36,8.34
2010,Guanajuato,0.0,0.0,0.0,0.0,0.0,0.41,3.49,9.67,8.23,14.31,6.16,3.01
2010,Guerrero,0.0,0.0,0.0,0.0,0.0,0.66,5.9,17.73,25.24,17.48,25.65,6.76
2010,Hidalgo,0.0,0.0,0.0,0.0,0.0,0.88,2.33,14.91,15.88,13.45,4.81,3.7
2010,Jalisco,0.0,0.0,0.0,0.0,0.6,1.54,27.03,88.41,90.27,127.55,79.84,30.92
2010,México,0.0,0.0,0.0,0.14,0.15,0.0,2.08,7.89,11.97,15.43,8.51,3.06
2010,Michoacán,0.0,0.0,0.0,0.0,0.0,0.52,11.51,32.05,41.02,40.78,20.02,11.45
2010,Morelos,0.0,0.0,0.0,0.0,0.0,0.0,7.59,15.11,31.35,25.71,28.22,9.03
2010,Nayarit,0.0,0.0,0.0,0.0,0.0,2.31,13.8,49.06,27.46,12.94,48.8,13.48
2010,Nuevo León,2.74,0.0,0.0,0.49,0.0,0.0,9.31,34.83,45.84,42.45,32.05,12.56
2010,Oaxaca,0.0,0.0,0.0,0.0,1.02,0.0,13.36,49.03,42.23,57.87,37.97,14.55
2010,Puebla,0.0,0.47,0.0,0.66,0.34,0.0,12.12,70.27,54.0,92.36,53.47,17.73
2010,Querétaro,0.0,0.0,0.0,0.0,0.0,0.0,19.14,49.92,83.66,87.75,81.99,21.68
2010,Quintana Roo,0.0,0.0,0.0,0.0,0.0,1.43,3.85,8.63,25.8,24.44,9.85,4.28
2010,San Luis Potosí,0.0,0.0,0.0,0.0,0.0,0.0,22.55,71.24,79.49,76.28,60.75,23.25
2010,Sinaloa,0.0,0.0,0.0,0.0,2.39,2.59,19.4,47.07,68.7,55.86,45.46,20.16
2010,Sonora,0.0,0.0,0.0,0.0,0.0,0.0,17.23,89.13,60.14,62.71,63.74,21.94
2010,Tabasco,0.0,0.0,0.0,0.0,0.0,0.0,5.98,34.08,35.82,23.48,15.26,7.91
2010,Tamaulipas,0.0,0.0,0.7,0.0,0.7,0.0,4.81,8.2,18.87,6.43,19.36,5.2
2010,Tlaxcala,0.0,0.0,0.0,0.0,0.0,0.0,4.29,12.49,31.51,13.8,14.39,5.56
2010,Veracruz,0.0,0.41,0.3,0.27,1.11,2.1,23.4,62.53,79.02,80.46,69.49,25.93
2010,Yucatán,0.0,0.0,0.0,0.0,1.07,0.0,12.54,40.36,48.25,62.52,40.71,15.11
2010,Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,7.21,10.02,19.21,34.17,16.99,6.59
2010,TOTAL GLOBAL,0.11,0.13,0.08,0.13,0.6,0.81,12.29,42.29,49.5,57.38,44.05,15.2
2011,Aguascalientes,,,,0.0,0.0,1.81,7.56,77.99,71.8,140.42,37.02,22.49
2011,Baja California,,,,0.0,0.68,1.37,14.96,57.73,65.59,93.8,71.63,23.99
2011,Baja California Sur,,,,0.0,7.99,0.0,12.65,23.18,63.44,41.92,58.51,18.9
2011,Campeche,,,,0.0,0.0,0.0,9.8,12.77,29.55,63.49,44.93,12.52
2011,Coahuila,,,,0.0,0.0,1.75,6.95,21.85,12.58,27.68,3.66,7.03
2011,Colima,,,,0.0,0.0,0.0,7.16,5.2,17.69,32.4,10.03,7.01
2011,Chiapas,,0.56,,0.0,1.16,1.68,6.44,18.23,45.42,36.41,16.12,9.79
2011,Chihuahua,,,0.67,0.0,2.58,2.77,16.35,54.67,86.2,99.51,61.74,28.56
2011,Distrito Federal,,,,0.0,0.59,1.93,16.32,59.74,69.46,79.33,59.99,30.25
2011,Durango,,,,0.0,0.0,2.8,12.03,42.94,52.6,68.06,34.33,18.34
2011,Guanajuato,,,,0.0,0.0,0.41,4.68,15.38,14.37,12.41,16.13,5.86
2011,Guerrero,,,,0.56,1.15,0.0,1.8,6.95,8.38,8.54,7.16,3.01
2011,Hidalgo,,,,0.0,0.0,0.0,5.39,17.08,22.37,36.36,15.1,8.1
2011,Jalisco,,,,0.58,0.6,3.39,22.68,102.61,91.32,121.82,81.02,36.93
2011,México,,0.39,,0.0,0.0,0.89,2.98,17.56,17.99,25.57,17.21,6.51
2011,Michoacán,,,,0.0,0.0,0.53,11.28,39.01,49.09,55.42,33.29,17.12
2011,Morelos,51.57,37.03,9.95,5.03,10.12,6.61,15.43,25.78,64.99,66.96,43.92,28.42
2011,Nayarit,,,,0.0,0.0,2.32,20.53,20.56,39.77,87.63,36.24,20.04
2011,Nuevo León,,,,0.0,0.0,1.57,8.01,40.64,68.14,72.8,55.54,20.67
2011,Oaxaca,,,,0.52,2.07,3.44,9.77,27.48,34.62,42.85,24.43,13.27
2011,Puebla,,0.47,,0.0,0.0,0.36,7.53,53.95,49.84,82.09,54.74,18.64
2011,Querétaro,,,,0.0,0.0,4.62,11.22,63.1,72.08,78.86,136.27,27.33
2011,Quintana Roo,,,,0.0,0.0,0.0,1.64,13.46,10.88,22.75,22.9,3.84
2011,San Luis Potosí,,1.12,,1.5,0.0,0.85,22.82,78.8,86.43,95.21,73.26,32.31
2011,Sinaloa,,,0.89,0.79,1.61,2.59,28.18,55.8,82.15,93.66,68.89,33.44
2011,Sonora,,,,0.0,2.62,0.94,5.45,44.71,20.64,10.46,19.63,9.97
2011,Tabasco,,,,0.0,0.0,1.0,6.5,37.93,28.24,41.1,40.34,11.81
2011,Tamaulipas,,,,0.0,0.0,1.43,5.34,15.83,25.62,24.81,30.84,9.41
2011,Tlaxcala,,,,0.0,0.0,0.0,4.21,12.03,29.96,26.43,5.57,6.48
2011,Veracruz,1.65,,,0.0,1.12,3.59,30.21,106.02,106.08,111.0,74.1,42.17
2011,Yucatán,,,,0.0,1.08,2.15,21.98,76.72,83.04,79.04,71.27,31.65
2011,Zacatecas,,,,0.0,0.0,0.0,5.74,26.82,13.42,23.84,14.75,7.46
2011,TOTAL GLOBAL,0.87,0.68,0.19,0.21,0.73,1.67,11.64,45.37,51.78,62.82,44.42,19.25
2012,Aguascalientes,7.95,0.0,1.61,0.0,0.0,0.0,34.52,155.08,154.34,231.74,210.34,49.58
2012,Baja California,0.0,0.85,0.0,0.0,0.64,2.68,12.65,41.77,56.55,89.69,43.21,16.16
2012,Baja California Sur,0.0,0.0,0.0,0.0,3.25,3.26,20.63,31.35,33.08,11.72,74.83,15.56
2012,Campeche,0.0,0.0,0.0,0.0,0.0,0.0,20.22,70.58,97.92,100.72,83.99,26.53
2012,Coahuila,0.0,0.0,0.0,0.0,4.55,5.75,20.0,55.47,58.02,88.37,79.82,23.14
2012,Colima,0.0,0.0,0.0,0.0,0.0,0.0,9.23,49.59,55.82,29.16,52.52,15.02
2012,Chiapas,0.0,0.0,0.0,0.35,0.73,1.63,10.63,20.79,35.58,28.55,20.13,8.36
2012,Chihuahua,0.0,0.74,0.0,0.59,1.82,1.31,15.33,49.82,49.34,75.86,49.65,17.75
2012,Distrito Federal,0.0,0.0,0.0,0.0,0.85,1.07,14.12,47.66,50.98,60.83,49.92,20.76
2012,Durango,0.0,0.0,0.0,0.0,0.0,0.0,7.51,16.86,26.56,40.24,18.72,7.73
2012,Guanajuato,0.0,0.0,0.0,0.0,0.69,0.75,7.81,42.18,29.03,47.85,14.82,9.25
2012,Guerrero,0.0,0.0,0.0,0.0,0.53,1.83,6.44,16.98,32.39,39.79,26.15,8.29
2012,Hidalgo,0.0,0.0,0.0,0.0,0.0,0.0,4.92,37.2,25.35,23.73,14.96,7.49
2012,Jalisco,0.0,0.0,0.0,0.28,0.28,0.86,24.43,102.32,110.67,142.53,89.81,33.49
2012,México,0.0,0.0,0.0,0.13,0.0,0.28,4.5,17.95,20.55,29.57,18.64,6.25
2012,Michoacán,0.0,0.0,0.0,0.0,0.45,1.41,12.96,36.83,64.02,77.55,34.65,16.06
2012,Morelos,0.0,0.0,0.0,0.0,2.3,0.0,4.19,17.62,34.99,48.94,47.05,10.88
2012,Nayarit,0.0,0.0,0.0,0.0,0.0,5.91,19.76,51.4,54.99,90.65,45.34,19.83
2012,Nuevo León,0.0,0.0,0.0,0.0,0.48,1.47,12.12,35.73,73.77,110.97,53.77,19.89
2012,Oaxaca,0.0,0.0,0.0,0.0,0.5,1.66,11.38,35.27,27.35,33.73,12.64,9.45
2012,Puebla,1.63,0.0,0.0,0.0,0.66,1.06,8.65,53.07,49.16,85.38,60.37,15.99
2012,Querétaro,0.0,0.0,0.0,0.0,0.0,0.0,5.51,16.52,45.22,15.91,23.62,7.95
2012,Quintana Roo,0.0,0.0,0.0,0.0,0.0,1.43,5.31,31.88,46.15,72.31,38.79,9.45
2012,San Luis Potosí,0.0,0.0,0.0,0.74,0.0,1.65,25.37,88.61,89.15,112.91,78.62,28.8
2012,Sinaloa,0.0,0.0,0.0,1.46,2.21,3.18,16.11,55.42,65.84,62.68,67.87,21.26
2012,Sonora,0.0,0.0,1.51,0.77,2.37,0.84,17.14,66.64,93.57,87.48,97.46,26.95
2012,Tabasco,0.0,0.0,1.81,0.0,0.0,0.0,5.7,9.3,33.06,23.3,22.06,6.91
2012,Tamaulipas,0.0,0.82,0.0,0.0,0.0,0.0,7.9,31.5,30.17,40.47,37.45,11.44
2012,Tlaxcala,0.0,0.0,0.0,0.0,0.0,3.53,7.81,40.87,40.21,36.83,35.73,11.25
2012,Veracruz,1.46,0.0,0.0,0.0,0.53,11.46,36.21,108.45,107.73,130.11,73.32,38.29
2012,Yucatán,0.0,0.0,0.0,0.0,2.12,0.0,11.75,53.05,47.92,53.53,33.08,15.22
2012,Zacatecas,0.0,0.0,0.0,0.0,0.0,0.0,6.57,21.26,30.22,31.46,18.46,7.75
2012,TOTAL GLOBAL,0.28,0.07,0.09,0.14,0.67,1.84,13.25,47.49,54.4,69.75,46.93,16.99
2013,Aguascalientes,0.0,0.0,0.0,0.0,0.0,3.43,21.42,110.68,108.21,164.13,115.95,33.04
2013,Baja California,0.0,0.0,0.0,0.0,0.0,1.32,18.43,31.21,71.43,80.61,73.56,20.17
2013,Baja California Sur,0.0,0.0,0.0,0.0,3.17,0.0,13.87,74.44,76.53,54.7,52.92,19.3
2013,Campeche,0.0,0.0,0.0,0.0,0.0,0.0,58.1,264.16,258.38,342.79,191.92,76.25
2013,Coahuila,0.0,0.0,0.0,0.0,0.0,1.61,6.54,30.81,54.43,15.6,44.62,12.27
2013,Colima,0.0,0.0,0.0,0.0,0.0,3.16,15.34,43.14,88.19,55.58,67.39,21.79
2013,Chiapas,0.0,0.0,0.0,0.35,0.72,0.0,9.21,31.23,47.0,56.51,45.52,11.19
2013,Chihuahua,0.0,0.0,0.0,0.0,0.0,1.29,18.67,49.87,97.72,81.92,72.7,24.8
2013,Distrito Federal,0.0,0.0,0.0,0.0,0.58,0.54,12.27,43.73,51.69,58.16,44.41,19.66
2013,Durango,0.0,0.0,0.0,0.0,0.0,0.0,14.82,73.52,79.56,135.46,80.77,24.71
2013,Guanajuato,0.0,0.0,0.0,0.0,0.0,1.47,11.66,41.36,33.01,39.88,20.07,11.03
2013,Guerrero,0.0,0.0,0.0,0.0,0.0,0.0,3.48,13.26,13.32,25.09,20.31,4.85
2013,Hidalgo,0.0,0.0,0.0,0.0,0.0,1.58,4.83,13.16,17.34,36.32,18.4,6.27
2013,Jalisco,0.0,0.0,0.0,0.28,1.12,1.99,27.16,110.88,89.91,141.1,72.41,32.39
2013,México,0.0,0.0,0.0,0.13,0.27,0.0,2.96,15.2,17.15,25.16,16.97,5.2
2013,Michoacán,0.0,0.0,0.0,0.0,0.0,1.4,14.82,51.02,69.28,93.31,51.67,19.78
2013,Morelos,0.0,0.0,0.0,0.0,0.0,1.17,12.38,46.31,49.09,140.27,60.34,20.53
2013,Nayarit,0.0,0.0,0.0,0.0,0.0,1.93,11.35,37.21,47.29,38.05,30.03,13.0
2013,Nuevo León,0.0,0.0,0.0,0.0,0.94,0.0,14.68,42.73,55.99,58.75,52.85,18.09
2013,Oaxaca,0.0,0.0,0.0,0.0,0.5,0.0,11.22,42.8,34.23,42.14,23.03,11.45
2013,Puebla,0.0,0.0,0.0,0.0,0.98,1.4,4.47,41.39,23.19,70.05,28.69,9.67
2013,Querétaro,0.0,0.0,0.0,0.0,0.0,1.08,9.22,29.88,30.82,75.47,19.25,10.31
2013,Quintana Roo,0.0,0.0,0.0,0.0,1.49,0.0,7.89,42.46,58.82,94.11,32.1,12.3
2013,San Luis Potosí,0.0,0.0,0.0,0.0,0.0,0.81,28.29,88.65,103.23,101.62,46.06,28.31
2013,Sinaloa,0.0,0.0,0.0,0.74,1.47,1.57,23.19,64.11,74.85,74.53,60.67,24.68
2013,Sonora,0.0,0.0,0.0,0.0,0.78,1.65,19.76,48.17,49.7,40.49,25.54,16.67
2013,Tabasco,0.0,0.0,0.0,0.0,0.9,0.92,9.64,29.96,32.79,28.4,24.29,9.69
2013,Tamaulipas,0.0,0.0,0.0,0.0,1.32,1.36,10.38,28.52,39.06,55.4,36.96,13.23
2013,Tlaxcala,0.0,0.0,0.0,0.0,3.33,3.48,9.21,11.24,23.12,23.36,32.29,8.58
2013,Veracruz,0.0,0.0,0.0,0.0,2.68,5.67,25.41,69.23,90.19,96.98,66.66,29.85
2013,Yucatán,0.0,0.0,0.0,0.0,1.07,1.06,21.22,75.26,65.14,74.58,77.9,25.52
2013,Zacatecas,0.0,0.0,0.0,0.0,0.0,1.41,6.91,22.9,42.94,13.07,26.29,9.29
2013,TOTAL GLOBAL,0.0,0.0,0.0,0.07,0.67,1.24,13.33,46.45,53.29,67.07,44.43,16.82
2014,Aguascalientes,,,,0.0,0.0,3.38,39.13,96.22,124.04,118.66,132.23,48.38
2014,Baja California,,,,0.0,0.0,0.65,9.19,29.96,41.45,37.17,40.41,14.26
2014,Baja California Sur,,,,0.0,0.0,3.07,15.12,9.43,23.08,51.13,11.08,11.81
2014,Campeche,,,,2.53,0.0,2.4,50.81,243.18,272.2,280.41,202.53,91.75
2014,Coahuila,,,,0.75,0.75,0.79,19.68,65.15,83.62,98.27,60.9,30.49
2014,Colima,,,,0.0,0.0,9.4,36.25,194.82,202.9,220.61,178.38,74.71
2014,Chiapas,,,,0.0,0.0,1.57,8.24,24.7,25.59,32.57,23.03,9.53
2014,Chihuahua,,,,0.0,0.6,1.9,16.45,42.39,85.71,97.75,47.86,26.84
2014,Distrito Federal,,,,0.0,0.88,1.38,16.46,47.31,77.01,68.08,54.85,30.48
2014,Durango,,,,0.0,0.0,1.27,14.27,85.22,83.39,107.9,83.08,31.19
2014,Guanajuato,,,,0.0,0.69,4.01,9.41,65.17,55.71,61.5,48.56,20.24
2014,Guerrero,,,,0.0,1.6,1.17,5.45,14.06,15.03,20.56,13.25,6.54
2014,Hidalgo,,,,0.0,0.0,1.57,10.66,21.97,37.26,54.27,25.37,14.02
2014,Jalisco,,,,0.0,0.28,1.42,23.14,86.29,71.28,113.16,54.67,31.73
2014,México,,,,0.0,0.0,0.27,4.84,21.95,18.46,31.52,22.43,8.46
2014,Michoacán,,,,0.0,0.0,0.93,13.91,62.19,51.53,49.15,47.29,20.99
2014,Morelos,,,,0.0,1.17,2.32,6.79,23.41,28.52,32.78,25.99,11.66
2014,Nayarit,,,,0.0,3.7,0.0,4.44,11.96,21.0,20.87,13.41,7.12
2014,Nuevo León,,,,0.0,0.0,1.44,9.75,46.79,62.49,90.24,36.68,21.77
2014,Oaxaca,,,,0.0,0.5,0.0,5.72,23.64,28.92,16.66,15.65,8.83
2014,Puebla,,,,0.0,0.0,5.17,10.12,72.31,57.27,61.01,74.86,23.77
2014,Querétaro,,,,0.0,1.07,0.0,15.3,65.85,64.82,75.14,58.96,24.05
2014,Quintana Roo,,,,0.0,0.0,2.76,9.56,40.02,60.56,87.54,67.3,17.91
2014,San Luis Potosí,,,,0.0,0.0,4.03,29.18,85.03,133.8,100.21,84.33,42.47
2014,Sinaloa,,,,0.0,1.47,0.0,23.26,83.37,86.92,75.38,57.56,32.66
2014,Sonora,,,,0.0,0.0,0.0,8.14,37.61,33.24,55.64,27.6,14.07
2014,Tabasco,,,,0.0,0.0,0.0,5.81,24.63,26.61,17.95,19.01,8.67
2014,Tamaulipas,,,,0.0,0.65,2.69,11.94,39.98,44.21,42.44,41.21,18.05
2014,Tlaxcala,,,,0.0,0.0,0.0,6.55,16.27,22.19,44.43,24.14,9.27
2014,Veracruz,,,,0.56,0.27,5.35,38.21,103.95,113.34,139.61,82.7,49.08
2014,Yucatán,,,,0.0,0.0,4.21,19.03,49.62,61.34,74.82,55.47,25.8
2014,Zacatecas,,,,0.0,1.33,1.41,9.83,13.36,32.58,46.34,19.32,11.62
2014,TOTAL GLOBAL,,,,0.07,0.38,1.88,14.3,51.98,58.88,68.47,48.04,22.56
2015,Aguascalientes,,,,0.0,0.0,10.04,40.62,313.0,178.87,226.3,114.59,74.37
2015,Baja California,,,,0.0,0.63,0.0,12.17,47.78,60.02,84.23,46.65,21.17
2015,Baja California Sur,,,,0.0,0.0,2.99,10.59,31.42,56.34,47.86,83.5,19.55
2015,Campeche,,,,0.0,0.0,2.39,39.0,171.34,217.39,353.43,176.49,77.14
2015,Coahuila,,,,0.0,0.0,1.56,17.1,31.04,71.47,81.91,40.33,23.53
2015,Colima,,,,0.0,0.0,6.25,46.84,233.48,198.33,218.52,163.75,80.46
2015,Chiapas,,,,0.0,0.0,0.0,1.79,7.45,12.33,14.89,13.87,3.65
2015,Chihuahua,,,,0.0,0.6,1.89,21.2,64.28,74.56,112.02,80.08,32.68
2015,Distrito Federal,,,,0.0,0.3,1.96,12.54,41.12,51.97,57.17,57.01,24.84
2015,Durango,,,,0.0,0.0,0.0,20.21,71.22,114.68,60.76,105.28,36.2
2015,Guanajuato,,,,0.0,0.35,1.81,8.08,34.82,25.75,46.79,23.84,11.98
2015,Guerrero,,,,1.08,0.54,1.16,3.38,9.53,14.67,18.09,11.53,5.32
2015,Hidalgo,,,,0.0,0.0,2.34,6.94,25.74,33.04,26.98,30.07,12.09
2015,Jalisco,,,,0.0,0.84,1.98,23.09,85.96,82.55,119.5,69.3,35.23
2015,México,,,,0.0,0.13,0.95,5.41,29.37,29.23,48.45,33.47,12.22
2015,Michoacán,,,,0.47,0.0,0.46,14.75,49.3,50.16,56.66,41.45,20.26
2015,Morelos,,,,0.0,1.18,10.38,13.75,40.79,50.19,82.65,61.63,24.55
2015,Nayarit,,,,0.0,0.0,0.0,19.57,31.73,57.37,85.14,67.03,25.1
2015,Nuevo León,,,,0.0,1.86,0.47,12.81,34.53,51.64,68.69,49.33,20.87
2015,Oaxaca,,,,0.51,0.0,0.53,9.58,19.56,34.93,32.33,39.8,13.78
2015,Puebla,,,,0.0,0.0,10.26,11.58,94.79,57.31,56.61,92.15,28.1
2015,Querétaro,,,,0.0,0.0,0.0,17.81,65.0,74.4,81.43,66.43,27.03
2015,Quintana Roo,,,,0.0,0.0,1.36,21.15,53.42,44.7,52.39,80.13,22.29
2015,San Luis Potosí,,,,0.0,0.0,0.0,16.51,77.98,82.41,105.4,84.14,32.23
2015,Sinaloa,,,,0.75,2.21,4.63,32.01,72.38,90.67,116.08,75.69,39.84
2015,Sonora,,,,0.0,0.0,0.8,9.67,29.89,42.17,42.79,35.33,15.49
2015,Tabasco,,,,0.0,0.0,0.92,3.92,18.24,28.48,42.56,22.49,9.05
2015,Tamaulipas,,,,0.0,1.96,2.67,10.43,41.29,57.67,104.96,48.16,22.73
2015,Tlaxcala,,,,0.0,0.0,1.71,5.46,10.48,19.54,15.84,11.71,6.51
2015,Veracruz,,,,0.0,0.0,1.4,17.08,60.69,70.41,70.33,53.14,27.41
2015,Yucatán,,,,0.0,0.0,1.05,8.46,40.0,56.62,48.27,53.53,19.35
2015,Zacatecas,,,,0.0,0.0,0.0,6.34,30.36,32.91,28.47,22.08,11.03
2015,TOTAL GLOBAL,,,,0.09,0.36,2.0,12.9,49.6,54.2,68.05,51.94,21.96
2016,Aguascalientes,,,,0.0,0.0,0.0,65.61,650.08,285.07,216.03,310.86,134.35
2016,Baja California,,,,0.0,0.64,1.26,17.77,65.33,84.22,106.02,80.22,31.11
2016,Baja California Sur,,,,0.0,0.0,0.0,12.65,38.49,113.0,107.74,122.77,31.49
2016,Campeche,,,,0.0,0.0,2.38,26.92,158.31,118.06,199.46,111.55,51.32
2016,Coahuila,,,,0.75,0.0,2.32,16.09,86.23,85.62,80.51,56.33,30.86
2016,Colima,,,,6.4,0.0,0.0,37.47,108.73,194.1,264.23,164.84,70.16
2016,Chiapas,,,,0.0,0.0,1.53,3.9,7.92,12.87,8.58,7.35,4.1
2016,Chihuahua,,,,0.0,3.62,3.74,36.58,88.45,107.9,120.03,82.47,45.58
2016,Ciudad de México,,,,0.62,0.0,2.57,15.57,52.94,58.0,81.92,61.65,30.16
2016,Durango,,,,0.0,0.0,1.24,18.48,44.94,82.96,65.22,55.48,26.59
2016,Guanajuato,,,,0.0,0.0,0.72,7.24,36.14,30.17,27.83,28.34,11.92
2016,Guerrero,,,,0.0,0.0,1.15,2.94,10.39,14.98,19.25,8.45,4.87
2016,Hidalgo,,,,0.0,0.0,1.56,5.31,27.13,19.85,27.79,15.0,8.85
2016,Jalisco,,,,0.0,1.4,2.54,22.57,67.55,64.38,104.32,56.85,30.29
2016,México,,,,0.0,0.13,0.68,5.32,27.46,34.26,45.95,38.8,13.15
2016,Michoacán,,,,0.0,0.0,0.47,15.43,51.85,55.92,63.59,42.57,21.89
2016,Morelos,,,,0.0,0.0,1.15,6.3,31.87,27.84,73.67,21.89,13.48
2016,Nayarit,,,,0.0,0.0,1.86,23.97,80.71,75.35,86.61,77.34,33.57
2016,Nuevo León,,,,0.0,0.0,1.88,14.35,29.43,51.18,52.27,49.97,20.61
2016,Oaxaca,,,,0.0,1.02,1.59,18.93,66.16,60.72,82.7,39.58,25.21
2016,Puebla,,,,0.0,0.0,10.23,8.71,74.82,50.29,85.52,66.07,24.08
2016,Querétaro,,,,0.0,0.0,1.06,32.95,87.77,119.76,122.38,96.49,43.7
2016,Quintana Roo,,,,0.0,0.0,0.0,9.02,59.09,59.68,113.91,48.71,19.44
2016,San Luis Potosí,,,,0.0,0.0,0.0,15.83,49.58,70.59,66.89,49.94,24.31
2016,Sinaloa,,,,0.0,0.74,0.77,21.22,76.79,63.23,87.74,66.93,30.93
2016,Sonora,,,,0.0,0.77,1.59,8.43,35.54,29.07,44.68,27.3,13.67
2016,Tabasco,,,,0.0,0.0,0.0,8.02,21.76,23.79,45.82,32.39,11.31
2016,Tamaulipas,,,,0.0,0.0,0.0,11.8,39.26,34.19,79.41,40.53,18.36
2016,Tlaxcala,,,,0.0,0.0,1.69,9.31,20.29,49.53,55.22,47.66,16.27
2016,Veracruz,,,,0.28,0.0,2.8,15.5,51.51,66.38,74.97,66.25,27.78
2016,Yucatán,,,,0.0,0.0,1.06,11.02,57.32,66.09,67.59,49.34,23.28
2016,Zacatecas,,,,0.0,0.0,1.4,10.04,33.86,41.52,31.36,29.34,14.64
2016,TOTAL GLOBAL,,,,0.11,0.31,1.9,13.88,54.82,56.06,71.02,52.21,23.35
2017,Aguascalientes,,,,0.0,3.23,1.65,17.3,80.56,82.82,70.4,75.68,30.66
2017,Baja California,,,,0.0,0.64,3.11,25.02,71.81,112.67,125.54,92.06,40.11
2017,Baja California Sur,,,,2.83,2.91,0.0,16.13,24.48,56.55,16.88,41.56,18.28
2017,Campeche,,,,0.0,0.0,0.0,7.29,31.32,72.04,85.46,38.81,19.46
2017,Coahuila,,,,0.0,0.0,0.77,18.82,85.94,89.43,145.11,80.76,37.36
2017,Colima,,,,0.0,0.0,0.0,40.19,113.91,190.15,190.87,219.39,73.26
2017,Chiapas,,,,0.0,0.36,0.0,3.95,12.55,19.56,10.99,10.3,5.25
2017,Chihuahua,,,,0.59,1.81,8.67,27.08,93.74,94.59,142.43,101.04,44.48
2017,Ciudad de México,,,,0.0,0.0,1.74,13.2,54.78,62.85,89.06,78.0,32.79
2017,Durango,,,,0.0,0.0,4.94,15.3,65.76,98.09,128.61,55.16,31.95
2017,Guanajuato,,,,0.0,0.36,0.36,4.56,26.98,26.25,26.77,17.41,9.06
2017,Guerrero,,,,0.0,0.55,0.0,2.9,12.23,21.63,40.66,13.77,7.0
2017,Hidalgo,,,,0.0,0.0,2.34,9.18,41.11,37.68,60.87,34.14,16.72
2017,Jalisco,,,,0.0,1.41,1.41,17.21,53.37,61.69,85.98,58.94,26.56
2017,México,,,,0.4,0.0,0.67,5.48,23.84,27.24,40.69,30.2,11.46
2017,Michoacán,,,,0.0,0.94,0.94,12.05,44.93,46.27,39.32,31.92,17.51
2017,Morelos,,,,0.0,0.0,11.59,16.7,105.93,72.5,156.99,83.42,39.43
2017,Nayarit,,,,0.0,0.0,1.85,22.47,88.7,86.96,115.74,74.7,36.13
2017,Nuevo León,,,,0.46,2.3,4.65,14.75,57.23,56.26,83.97,48.45,25.86
2017,Oaxaca,,,,0.0,0.0,2.13,16.36,56.29,64.16,73.38,50.24,24.98
2017,Puebla,,,,0.0,0.33,1.02,4.98,15.3,19.44,17.77,12.98,7.06
2017,Querétaro,,,,0.0,1.07,3.19,23.24,96.98,113.67,137.75,94.05,41.45
2017,Quintana Roo,,,,0.0,0.0,2.68,6.33,26.08,59.08,35.42,51.47,14.35
2017,San Luis Potosí,,,,0.0,0.0,0.8,8.42,40.24,37.63,47.79,40.84,16.07
2017,Sinaloa,,,,0.0,0.74,5.34,22.64,63.64,104.62,128.44,84.77,39.78
2017,Sonora,,,,0.75,0.77,5.52,7.89,38.85,52.98,48.27,40.59,18.59
2017,Tabasco,,,,0.0,0.0,0.0,8.71,26.42,35.31,53.89,19.41,12.73
2017,Tamaulipas,,,,0.0,0.0,1.97,11.03,59.4,69.62,90.02,48.99,26.02
2017,Tlaxcala,,,,0.0,0.0,1.68,7.25,24.59,23.01,52.58,19.76,10.79
2017,Veracruz,,,,0.0,0.0,0.56,13.22,41.29,54.44,74.35,58.6,24.03
2017,Yucatán,,,,0.0,0.0,1.06,13.21,49.57,71.02,98.47,66.41,27.54
2017,Zacatecas,,,,0.0,0.0,0.0,12.02,49.69,29.48,56.65,30.21,16.25
2017,TOTAL GLOBAL,,,,0.13,0.47,1.88,11.96,45.99,54.23,71.77,50.25,21.99
2018,Aguascalientes,,,,0.0,0.0,1.58,18.43,53.88,82.15,141.62,76.15,31.58
2018,Baja California,,,,0.0,0.0,0.0,15.41,65.2,95.42,113.06,78.54,32.59
2018,Baja California Sur,,,,0.0,0.0,3.09,15.87,33.44,47.63,75.16,29.81,19.58
2018,Campeche,,,,0.0,0.0,6.99,30.75,90.27,114.15,144.78,144.58,49.05
2018,Coahuila,,,,0.0,1.49,0.77,16.98,40.13,66.81,72.63,37.38,23.92
2018,Colima,,,,0.0,0.0,6.1,35.38,147.46,198.56,239.11,228.71,78.44
2018,Chiapas,,,,0.0,0.37,0.39,2.94,15.66,15.94,18.46,11.42,5.26
2018,Chihuahua,,,,0.0,1.83,6.28,32.61,99.53,97.82,135.75,108.65,47.21
2018,Ciudad de México,,,,1.0,1.23,2.54,18.05,83.09,85.8,117.34,89.77,44.07
2018,Durango,,,,0.0,1.21,0.0,17.59,101.07,128.9,123.56,125.24,44.98
2018,Guanajuato,,,,1.07,0.36,1.45,8.15,18.36,24.5,32.47,24.51,10.73
